source,relation,target,attributes
entity:93c731f1c3a8,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:baceea552101,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:b1e653d0efed,is_mentioned_in,chunk:text_b0ab9641070144ff,"{""chunk_id"": ""text_b0ab9641070144ff"", ""source"": ""system"", ""confidence"": 1.0}"
entity:59b60db6b0f1,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:726fbdc9e43e,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1960ac1e49d8,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9a9f42879413,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:caeaf4d15b8f,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5278111533e9,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:63c74974d06a,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:69692dbf3823,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:3c90be10431f,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:140c1f12feeb,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:b6a32b9210ce,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5531a5834816,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a86d3bbb8871,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e41fd2f55039,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1960ac1e49d8,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:41b56f167933,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a2a2283f9eaf,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:312351bff079,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:97e10870c1c1,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:01ecb022f506,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:464b656ace0f,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e00da03b685a,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe1fd04a4f8a,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_6088347e5a7592bd,"{""chunk_id"": ""text_6088347e5a7592bd"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f11053ee708a,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:baceea552101,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a74eec544edb,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:07811dc6c422,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:578ed5a4eecf,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:83d25931ad93,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:aa5f3092594e,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:baceea552101,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_dd394da7f4d9a58d,"{""chunk_id"": ""text_dd394da7f4d9a58d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:02644374be56,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_6088347e5a7592bd,"{""chunk_id"": ""text_6088347e5a7592bd"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d7b02734aefb,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:ba1ce4334844,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:baceea552101,is_mentioned_in,chunk:text_b0ab9641070144ff,"{""chunk_id"": ""text_b0ab9641070144ff"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe2b02c6e248,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:50a67d5e297a,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a66f852274a4,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:31779ba13593,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9d07421417aa,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,files_report,entity:c2547d0f567b,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""llm_triple"", ""confidence"": 0.7}"
entity:3a667d5b24c5,is_mentioned_in,chunk:text_6088347e5a7592bd,"{""chunk_id"": ""text_6088347e5a7592bd"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f3ff0c6b4121,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:2599296bb908,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:71bee43a7a93,is_mentioned_in,chunk:text_6088347e5a7592bd,"{""chunk_id"": ""text_6088347e5a7592bd"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5531a5834816,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe1fd04a4f8a,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:cf6625609e49,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:831cfcdf47dc,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1fcf2a723993,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:6435950fe018,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d59f71a1896b,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:01cc580e0a0f,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f87fd0df2c07,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7d48a06fb4fe,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f70bc446cdae,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:8bac5edc790f,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:07784e834f32,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:0b3f45b266a9,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5b84fe80e67e,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:93c731f1c3a8,decreased,entity:d49dba968f1e,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""llm_triple"", ""confidence"": 0.7}"
entity:5a0e8beaca33,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:48e261b365f4,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d1f491a404d6,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:6ea4465d0add,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:0b3f45b266a9,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7612e84033b6,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1e957de344a2,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:695d3f6b2041,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_b0ab9641070144ff,"{""chunk_id"": ""text_b0ab9641070144ff"", ""source"": ""system"", ""confidence"": 1.0}"
entity:0f4137ed1502,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
entity:01ecb022f506,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:0d076f9e8afe,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:77afd4febaf6,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
